iter	Logloss
0	0.6346406374
1	0.5765655861
2	0.5239508088
3	0.4817652236
4	0.4381736703
5	0.3966326236
6	0.3655718233
7	0.3376956449
8	0.3130735009
9	0.2834626229
10	0.2607715749
11	0.2366065744
12	0.2182708407
13	0.2000192428
14	0.185989313
15	0.1698855224
16	0.1551803792
17	0.1420237658
18	0.1301336166
19	0.120257544
20	0.1115788281
21	0.100861849
22	0.09230851089
23	0.08433385436
24	0.07755137622
25	0.07258275163
26	0.06782544547
27	0.06254941156
28	0.05770085494
29	0.05394098667
30	0.04998356354
31	0.04582500509
32	0.04183346309
33	0.03926864026
34	0.03674022973
35	0.03402145955
36	0.03145996373
37	0.02918172609
38	0.02691693462
39	0.02502799671
40	0.02344331866
41	0.02156340476
42	0.01978116809
43	0.0180356281
44	0.01683356472
45	0.01558297233
46	0.01450309128
47	0.01346907965
48	0.01252982984
49	0.01172677917
50	0.01093594221
51	0.01037270177
52	0.01003119185
53	0.009412385432
54	0.008820059296
55	0.008380902594
56	0.008081398391
57	0.007588902272
58	0.00715120811
59	0.006737410511
60	0.006327889833
61	0.006039773419
62	0.005837042468
63	0.005549015183
64	0.00538115449
65	0.005136515117
66	0.005004972752
67	0.004851973538
68	0.004688586759
69	0.004457966351
70	0.004324182644
71	0.004228786578
72	0.004125738335
73	0.003950723051
74	0.003827148875
75	0.003647175927
76	0.003500979023
77	0.003422337708
78	0.003283379961
79	0.003174091736
80	0.003083363353
81	0.00296217884
82	0.002888092278
83	0.0028793352
84	0.002778836532
85	0.002696649601
86	0.002614949958
87	0.002604807266
88	0.002518802104
89	0.002445745092
90	0.002385883417
91	0.002316040451
92	0.00230923158
93	0.002239641667
94	0.002190878375
95	0.002120594171
96	0.002081775071
97	0.002026640408
98	0.001975374476
99	0.00191476191
100	0.001869314976
101	0.001825687821
102	0.00178407404
103	0.001743310603
104	0.001712756739
105	0.001675426728
106	0.001646662172
107	0.001641003029
108	0.001635937062
109	0.001598103587
110	0.001598101815
111	0.001558855141
112	0.001525988094
113	0.001491887043
114	0.001487361938
115	0.001482069803
116	0.001482063987
117	0.001477019395
118	0.001448037185
119	0.001418749764
120	0.001383941378
121	0.001383938424
122	0.001383936125
123	0.001383934574
124	0.001363500396
125	0.001363499062
126	0.001363499062
127	0.001357609354
128	0.001317133657
129	0.001283375474
130	0.001264589476
131	0.001244990178
132	0.001244985304
133	0.001221544232
134	0.001221544232
135	0.001200974024
136	0.001172934902
137	0.001151671189
138	0.001139182584
139	0.001125987611
140	0.001101739389
141	0.001085005808
142	0.001068649364
143	0.00105298642
144	0.001049165508
145	0.001034016229
146	0.001021928052
147	0.001010283203
148	0.001010280238
149	0.001010276455
150	0.0009998803286
151	0.0009836506864
152	0.0009701742108
153	0.0009610676039
154	0.0009478182341
155	0.0009368687037
156	0.0009231297471
157	0.0009132634906
158	0.0009027525517
159	0.00090275116
160	0.0008897865217
161	0.0008775559639
162	0.0008585448171
163	0.0008471053371
164	0.0008363164793
165	0.0008363136268
166	0.0008274555142
167	0.0008172214493
168	0.0008172214493
169	0.0008172160693
170	0.000807390278
171	0.0007966900646
172	0.0007861447659
173	0.0007768195791
174	0.0007768134451
175	0.0007656985402
176	0.0007656925549
177	0.0007562793105
178	0.0007480320731
179	0.000748031432
180	0.0007397123108
181	0.0007397069058
182	0.0007319257768
183	0.0007230013734
184	0.0007230013734
185	0.0007149168414
186	0.0007053622004
187	0.0006953083968
188	0.0006953073274
189	0.0006866748861
190	0.000679160353
191	0.0006791591962
192	0.0006791582242
193	0.0006791565204
194	0.000679149265
195	0.0006717007928
196	0.0006646511305
197	0.0006569647841
198	0.0006491220718
199	0.000649117811
200	0.000649117811
201	0.0006491146137
202	0.0006409308552
203	0.0006409243354
204	0.0006335881953
205	0.0006335853083
206	0.0006335838501
207	0.0006335823106
208	0.0006335808992
209	0.0006335779888
210	0.000630759679
211	0.0006234899355
212	0.0006234893689
213	0.0006234879502
214	0.0006167110086
215	0.000616708951
216	0.000616708951
217	0.0006167037558
218	0.0006167021006
219	0.000609231799
220	0.0006092263343
221	0.0006092166748
222	0.0006021182095
223	0.0006021182095
224	0.0006021168408
225	0.0005945462747
226	0.0005945430226
227	0.0005945419001
228	0.0005945419001
229	0.000594539169
230	0.000594539169
231	0.0005945377134
232	0.000594534603
233	0.0005945245319
234	0.0005945245319
235	0.0005945175462
236	0.0005945131512
237	0.0005945116964
238	0.0005945091896
239	0.0005945067675
240	0.0005891947038
241	0.000589193469
242	0.0005891916776
243	0.0005891904317
244	0.0005891887126
245	0.0005823844095
246	0.0005823782931
247	0.0005823731527
248	0.0005823715885
249	0.0005823683895
250	0.0005823658201
251	0.0005823605257
252	0.0005823552362
253	0.0005823528136
254	0.0005823528136
255	0.0005823476911
256	0.0005823476911
257	0.000582346696
258	0.000582344437
259	0.000582343522
260	0.0005823405553
261	0.0005823405553
262	0.0005823379889
263	0.00058233725
264	0.0005823271749
265	0.0005823244762
266	0.0005823215774
267	0.0005823202902
268	0.0005823169579
269	0.0005823143425
270	0.0005823087151
271	0.0005823087151
272	0.0005823061693
273	0.000582303644
274	0.000582303644
275	0.000582303644
276	0.000582303644
277	0.0005823006368
278	0.0005822953473
279	0.0005822929788
280	0.0005754005399
281	0.0005753988294
282	0.0005753977782
283	0.0005753965335
284	0.0005684858281
285	0.000568475288
286	0.0005684733082
287	0.0005684673507
288	0.000568458505
289	0.0005684557417
290	0.0005684557417
291	0.0005684539757
292	0.0005684521481
293	0.0005684509815
294	0.0005684498743
295	0.0005587207158
296	0.0005587181772
297	0.0005587157489
298	0.0005587131194
299	0.0005587108676
300	0.0005587108676
301	0.0005587084949
302	0.0005587057083
303	0.000551050415
304	0.0005510476152
305	0.0005510435299
306	0.0005510413522
307	0.0005510391734
308	0.0005510391734
309	0.0005510337078
310	0.0005510326013
311	0.0005510326013
312	0.0005510287322
313	0.0005510269518
314	0.000551026509
315	0.0005510256847
316	0.000551021344
317	0.0005510158844
318	0.0005510158844
319	0.0005510145612
320	0.0005510069851
321	0.0005510040657
322	0.0005509934615
323	0.0005509909625
324	0.0005440817875
325	0.0005440817875
326	0.0005440804591
327	0.000537977591
328	0.0005379753214
329	0.0005379739116
330	0.0005379721792
331	0.0005379702971
332	0.0005379683275
333	0.0005379660019
334	0.000537957447
335	0.000537957447
336	0.0005379558752
337	0.0005379547582
338	0.0005379536781
339	0.000537948076
340	0.0005379447232
341	0.0005379436768
342	0.0005379418727
343	0.0005379406173
344	0.0005379396147
345	0.0005379313643
346	0.000537930315
347	0.000537929171
348	0.0005379280492
349	0.0005379257221
350	0.000537923354
351	0.0005379204852
352	0.0005379181173
353	0.0005379142615
354	0.0005379142615
355	0.0005379102258
356	0.0005379102258
357	0.0005379087972
358	0.0005379002553
359	0.0005379002553
360	0.0005378990245
361	0.0005378975584
362	0.0005378963412
363	0.0005378944228
364	0.0005378924094
365	0.0005378877528
366	0.0005378795786
367	0.0005378774461
368	0.0005317989153
369	0.000531797471
370	0.0005317933205
371	0.0005317890615
372	0.0005317871488
373	0.0005317862919
374	0.000531781759
375	0.0005317792016
376	0.0005317755043
377	0.0005317755043
378	0.0005317718381
379	0.0005250510414
380	0.0005250481645
381	0.0005250436926
382	0.0005250361735
383	0.0005250361735
384	0.0005250326611
385	0.000525031675
386	0.0005250299343
387	0.0005250290093
388	0.0005250271277
389	0.000525022699
390	0.0005250213978
391	0.000525014134
392	0.0005250061563
393	0.00052500417
394	0.0005250007103
395	0.0005249984478
396	0.0005249984478
397	0.0005249945904
398	0.0005249945904
399	0.0005249900237
400	0.0005249889063
401	0.0005249889063
402	0.0005249865328
403	0.0005249865328
404	0.0005249846238
405	0.0005249819855
406	0.000524980251
407	0.0005249755379
408	0.0005249733241
409	0.0005249722678
410	0.0005249712774
411	0.000524968734
412	0.0005249603325
413	0.0005180104596
414	0.0005180080627
415	0.0005180053609
416	0.0005180009294
417	0.0005179964877
418	0.0005179955596
419	0.0005179904462
420	0.0005179882101
421	0.0005179839192
422	0.0005179820811
423	0.0005179820811
424	0.0005179791809
425	0.000517975344
426	0.000517973503
427	0.0005179664715
428	0.0005179654533
429	0.0005179645498
430	0.0005179620281
431	0.0005179574355
432	0.0005179534248
433	0.0005179534248
434	0.0005179516346
435	0.0005179499744
436	0.0005179478449
437	0.0005179405873
438	0.000517938908
439	0.0005179332616
440	0.0005179320653
441	0.0005179291751
442	0.0005179251243
443	0.0005179242959
444	0.0005179228212
445	0.0005179207031
446	0.0005179139612
447	0.0005179101607
448	0.0005179089345
449	0.0005179064262
450	0.0005179030576
451	0.0005178962647
452	0.0005178962647
453	0.0005178962647
454	0.0005178940406
455	0.0005178900925
456	0.0005178900925
457	0.0005178890697
458	0.0005178846163
459	0.0005178817534
460	0.0005178800346
461	0.0005178800346
462	0.0005178767191
463	0.0005178767191
464	0.0005178767191
465	0.0005178697775
466	0.0005178697775
467	0.0005178677357
468	0.0005178653031
469	0.0005178653031
470	0.0005178609891
471	0.0005178598522
472	0.0005178552597
473	0.0005178552597
474	0.0005178503553
475	0.000517849173
476	0.0005178471343
477	0.000517842263
478	0.0005178414214
479	0.0005178414214
480	0.0005178397825
